verbose,filtered_extract_challenge_data_path,model_name_or_path,cache_dir,method,contrastive_coef,strat,relu_threshold,weight_subtraction_coef,num_epochs,lr,train_num,num_epochs_su,lr_su,su_strength,focus,focus_coeff,focus_type,focus_hard,do_sample,cd_num_token,DP,DP_coef,piqa_,ai2_arc_ARC-Easy,ai2_arc_ARC-Challenge,super_glue_copa,winogrande_winogrande_s,validation_data/pubmed_qa.csv_,hellaswag_,wikitext_perplexity,wikitext_rep_2,wikitext_rep_3,wikitext_rep_4,wikitext_div_2,wikitext_div_3,wikitext_mauve,wikitext_coherence,wikitext_similarity_gen,news_perplexity,news_rep_2,news_rep_3,news_rep_4,news_div_2,news_div_3,news_mauve,news_coherence,news_similarity_gen,el_3,el_5,el_10,similarity_ul,ma,gradient_accu,focus_dataset,peft,rank,lora_alpha,lr_sc,warmup_steps,weight_decay
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,1.0,3.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5383152173913043,0.22338050911854104,0.22338050911854104,0.49,0.49418478260869564,0.5750269396551724,0.25325321911828896,18669.79002454777,0.0034264684650816245,7.834831931113874e-05,0.0,0.990331335394739,0.9873955280367165,0.004161644915583399,0.12855335460552755,0.018972804668211055,16378.872317639223,0.003504306728993372,4.721508333725138e-05,1.6064773165402947e-06,0.990255013344258,0.9874283470103197,0.0042014610096827,0.1263456382599485,0.04112385285618683,0.0,0.0,0.0,0.06159027439628262,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.25,30.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.509080615942029,0.24477583586626142,0.24477583586626142,0.52,0.48887907608695647,0.32879849137931033,0.2595618725447403,558.9011235326259,0.0821528300811757,0.013805860852910471,0.00421851770176937,0.910359379715372,0.9701301999414356,0.0047370278168038195,0.09544507532825733,0.023271746608023176,578.3079135339066,0.07652679347897869,0.013419420367593594,0.004813737213493892,0.9154498234843726,0.9700215059899415,0.004178259864821284,0.09399920155802571,0.038097168036991175,1.1826955593858205e-05,2.6369980920474216e-07,0.0,0.05080542505681903,0.009383333333333334,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-m,/nlp/data/riverd/unlearn,unlikelihood,0.1,relu2,0.0,0.25,1.0,5e-05,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5230141625615763,0.25493827160493826,0.25493827160493826,0.59375,0.4933388157894737,0.324609375,0.25832159480646744,4.528105911006777,0.9900000000000072,0.989949748743705,0.9898989898989888,0.009950248756219028,0.009950248756219028,0.004072096261961255,0.07471905448655113,0.0014949407974208986,3.381179987238467,0.9899999999998985,0.9899497487436731,0.9898989898989408,0.009950248756219072,0.009950248756219072,0.004115936124817217,0.025621702946514724,0.0036448967372683205,0.0,0.0,0.0,0.021735150672576857,0.022683333333333333,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,1.0,10.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5342617753623189,0.22034099544072946,0.22034099544072946,0.48,0.485414402173913,0.10028286637931035,0.2548934690091663,28296.07315773915,0.0017485369881444196,9.158431710153943e-06,0.0,0.9911736277098065,0.9858111787954198,0.004432676759906423,0.1525326564889331,0.020267747067980738,24497.459595945133,0.0017782823840687375,2.4591777409763824e-05,0.0,0.9911293654112384,0.9857664361346095,0.0041703966122525376,0.15631443950759463,0.04213951419901188,0.0,0.0,0.0,0.07645002516213571,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-1.3B,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,1.0,3.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5352524630541872,0.21574074074074076,0.21574074074074076,0.5625,0.49313322368421053,0.103515625,0.2558335374816267,31121.78282293507,0.001978857166195415,3.4031230559827123e-05,0.0,0.9812208913245809,0.9663318439166175,0.00557595315589732,0.14790003452277095,0.04109077700594886,27635.11786945981,0.0018394842662804885,9.673000823757077e-06,0.0,0.9804871724520865,0.9675084313780711,0.004686245933172564,0.1348785157222672,0.048056205709391106,8.169934640522876e-08,0.0,0.0,0.11665103604362036,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.5,30.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5192708333333333,0.25137727963525835,0.25137727963525835,0.48,0.5049456521739131,0.32469019396551724,0.25691223810563074,164.57988014314446,0.03033745796607844,0.0008651943952159273,2.704572147865241e-05,0.9626047050763902,0.9845945798132443,0.004242256314265009,0.09910559564492334,0.007901611981254393,148.98707567588497,0.028830542395649084,0.0007017473232690625,1.4938482219010962e-05,0.964058881214114,0.9846697158055988,0.004072096261961255,0.07174383216645139,0.013173078841008469,1.9258253867745444e-05,0.0,0.0,0.04287539993881558,0.005033333333333333,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.25,3.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5140625,0.25441679331306993,0.25441679331306993,0.56,0.4884510869565218,0.32469019396551724,0.2579591335661283,154.62081506814897,0.130230169806897,0.03212759587060437,0.012473975208967298,0.8632161364039047,0.9533275833289324,0.004590795419577611,0.05685355881675423,0.015476422181056165,144.6776576566446,0.10738546644707254,0.022530565101811933,0.008513921172979767,0.8857185344152436,0.9624058256691369,0.004115678596469426,0.052937648210867466,0.03648263477982139,1.620587055703836e-05,0.0,0.0,0.022255535209553395,0.0101,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,1.0,30.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5370923913043478,0.21993731003039516,0.21993731003039516,0.49,0.5012160326086956,0.5769800646551724,0.25592331405499785,34404.76169340447,0.00144768632825783,0.0,0.0,0.9672523877453743,0.9409299010147103,0.006710905160669274,0.1594158445427678,0.03229618753064681,31522.988760479042,0.001318853176303301,1.5262753466625186e-05,0.0,0.969421075761104,0.9447565759324112,0.005984605254226555,0.1612482868817698,0.05144607364543272,0.0,0.0,0.0,0.06520656633769976,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.75,3.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5318387681159421,0.2135495820668693,0.2135495820668693,0.54,0.5099864130434782,0.10028286637931035,0.25457633129637713,4340.035275696299,0.0,0.0,0.0,0.537670384138786,0.34942528735632183,0.004174093305742226,0.020759314485595398,0.002914131903574525,3835.138801029776,0.0,0.0,0.0,0.5451234124131306,0.36386473429951544,0.004093327289151882,0.029190789180922792,0.03739380050236981,0.0,0.0,0.0,0.0523873128863556,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.25,10.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5111639492753624,0.24244870820668693,0.24244870820668693,0.6,0.49461277173913043,0.32664331896551724,0.25924473483195115,159.6816902849842,0.10490838426534127,0.024960655579873862,0.01043440573952917,0.8880753041897482,0.9597948813973154,0.004211556657992565,0.061631440817187993,0.012859065806051458,150.2116902804492,0.08824675393409805,0.01848274657266055,0.007408084564328786,0.9044676190313669,0.9658673900380389,0.0041626997312289235,0.057153948749679016,0.03533505502942369,2.301924594562134e-05,9.746588693957114e-08,0.0,0.020165001030794036,0.011183333333333333,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,DP,0.1,relu2,0.0,0.25,50.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.6346213054187192,0.377391975308642,0.377391975308642,0.59375,0.5144325657894737,0.571875,0.28203852278294955,52344.02699356295,0.0005128747738595705,0.00039642331834410793,0.00027823226437008035,0.9919489051132651,0.9845254352084223,0.004514064287702936,0.1587749466842211,0.03673035862249143,45562.60664968359,0.00016789859290122845,0.00011929138417868472,8.131611807562856e-05,0.9922971168534406,0.9848100275532707,0.0046942440513917175,0.16447403136477529,0.05127113718614613,0.0,0.0,0.0,0.08499325236266789,0.0002666666666666667,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.75,10.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5354846014492753,0.20948898176291794,0.20948898176291794,0.56,0.508335597826087,0.10028286637931035,0.25447743889131386,4616.998049285642,0.0,0.0,0.0,0.7593538942443586,0.5685271806034539,0.004072096261961256,0.07402640693310363,0.010170733241231147,4082.4840028770795,3.1855249745158005e-05,0.0,0.0,0.7580703982844673,0.5672245051690531,0.004081067461486915,0.08681006260602123,0.0301595727752025,0.0,0.0,0.0,0.08785795364154037,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.25,30.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5054347826086957,0.2505699088145897,0.2505699088145897,0.55,0.48939538043478265,0.32469019396551724,0.2591253819292885,138.82236317376766,0.08392027316827434,0.009439064141569415,0.0012559985932939911,0.9090174490636072,0.9753149417818197,0.00427489574692258,0.06780183090918336,0.008305521684533997,126.44172106956961,0.07068474515705143,0.006413418150767512,0.000818139166663221,0.9220470324726198,0.9780686676168735,0.0040720962619612555,0.057632522279047874,0.03469209426845168,3.6782484626991045e-05,0.0,0.0,0.019116718777362256,0.007916666666666667,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,DP,0.1,relu2,0.0,0.25,50.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.2,0.6346213054187192,0.377391975308642,0.377391975308642,0.59375,0.5144325657894737,0.571875,0.28203852278294955,303.6997475539209,0.004903227239359134,0.00013195868279721715,0.0,0.983621306449399,0.9768519070428144,0.1897790198566977,0.4472388598969769,0.2852071372037251,308.8818340992579,0.004040304254205918,0.00012604439763606415,4.393993363981751e-06,0.9839807214956999,0.977082696415302,0.08178659149997745,0.4349206263325604,0.33765181009409545,0.0007064343560722507,2.6916163388144002e-05,8.726003490401397e-08,0.2575985874487708,0.7885,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.75,30.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5298686594202898,0.20614076747720364,0.20614076747720364,0.58,0.507289402173913,0.10028286637931035,0.2540034373635967,4298.0297104293895,0.0,0.0,0.0,0.7947421495522758,0.6159954977415324,0.004072096261961256,0.08274760898412994,0.010361525703950726,3786.8614013032975,3.5911800617682985e-05,0.0,0.0,0.7964828255929358,0.6173952788320719,0.004072096261961254,0.09442616648882984,0.028653624686700074,0.0,0.0,0.0,0.09783863552511902,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.5,3.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5197916666666667,0.2603058510638298,0.2603058510638298,0.5,0.49478940217391304,0.32469019396551724,0.25697020951549543,180.84211580755365,0.02629928111864838,0.000605730599669668,1.832076789425837e-05,0.966246767207008,0.9840981553713962,0.0046168127699257044,0.08513927579374804,-0.002041291030663693,160.6103027694749,0.02574110743086926,0.0005992630761413182,1.1064107063576391e-05,0.9667321810997946,0.9839638135498342,0.004174399503570237,0.05967196810293008,0.015345908815110292,1.8504439161770254e-05,0.0,0.0,0.03886382864178546,0.005033333333333333,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.75,3.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5387228260869565,0.21689779635258358,0.21689779635258358,0.53,0.505210597826087,0.10028286637931035,0.25410232976866,3590.8519683210834,0.0,0.0,0.0,0.5336158192090398,0.3606060606060609,0.0040720962619612555,0.02069098258407382,0.002100996216209874,3143.3783600046936,0.0,0.0,0.0,0.5325665509259261,0.3590111642743222,0.004116726845147274,0.025444775463575386,0.03746114808609672,0.0,0.0,0.0,0.04947758630225823,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.5,10.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5197916666666667,0.2595934650455927,0.2595934650455927,0.51,0.4931385869565218,0.32469019396551724,0.2572668867306853,185.75155899379928,0.024219780824050498,0.0006434935867365486,2.7864108779921346e-05,0.9682702846183693,0.983978209867748,0.004072096261961253,0.09195918869344025,-0.00038606337233069104,163.9157521847524,0.024918198681431844,0.0006127948576319955,1.1190053205442745e-05,0.9675368445996793,0.9839261100540608,0.004072096261961254,0.06282478879647425,0.012176395114870701,1.0749374869808978e-05,0.0,0.0,0.03884948115643735,0.005033333333333333,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,DP,0.1,relu2,0.0,0.25,50.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.4,0.6346213054187192,0.377391975308642,0.377391975308642,0.59375,0.5144325657894737,0.571875,0.28203852278294955,196.61549117389563,0.007735488012117073,0.0003365089189449195,9.626214106254167e-06,0.9817968954236437,0.9798619641699365,0.3813022519173004,0.48184161981944007,0.31149609737948913,181.70381803783405,0.006615935012112517,0.0003518598136537359,2.339290963699395e-05,0.982128225031863,0.9790023322455936,0.22430818102414424,0.4621095087423743,0.3654653323852305,0.01591155795385802,0.006950108559309848,0.001743373093829841,0.30931165080357653,0.7885,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-1.3B,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.5,30.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.521551724137931,0.21219135802469136,0.21219135802469136,0.53125,0.4813733552631579,0.571875,0.2554124816266536,3985.816441779133,0.029826621483376368,0.0005490140074728044,0.0,0.9641444737462167,0.9870316199176569,0.004072096261961255,0.1634555180069793,0.01805394310609366,3343.714269734674,0.03117946974114599,0.0006875359968311312,1.554092575575501e-05,0.9628981458922226,0.9870975535193918,0.004081067461486917,0.18430358765134774,0.048189926307891456,0.0,0.0,0.0,-0.0034885778775826715,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.75,10.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.537794384057971,0.21689779635258358,0.21689779635258358,0.56,0.49869565217391304,0.10028286637931035,0.25430011457878654,3427.5076656901715,0.0,0.0,0.0,0.758955465414335,0.5596315335898686,0.004186908758749384,0.08266392496030034,0.015298045740475694,3042.1657247039357,0.0,0.0,0.0,0.7535500785883077,0.5622664641879038,0.004089211591135393,0.07904203194546035,0.02649232227644193,0.0,0.0,0.0,0.06587658319280017,0.0,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-1.3B,/nlp/data/riverd/unlearn,unlikelihood,0.1,relu2,0.0,0.25,5.0,5e-05,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5300184729064039,0.2310185185185185,0.2310185185185185,0.5703125,0.5092516447368421,0.103515625,0.2577014943655071,4.528105911006777,0.9900000000000072,0.989949748743705,0.9898989898989888,0.009950248756219028,0.009950248756219028,0.004072096261961255,0.07471905448655113,0.0014949407974208986,3.381179987238467,0.9899999999998985,0.9899497487436731,0.9898989898989408,0.009950248756219072,0.009950248756219072,0.004115936124817217,0.025621702946514724,0.0036448967372683205,0.0,0.0,0.0,0.021735150672576857,0.022683333333333333,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,DP,0.1,relu2,0.0,0.25,50.0,0.0001,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.6,0.6346213054187192,0.377391975308642,0.377391975308642,0.59375,0.5144325657894737,0.571875,0.28203852278294955,99.28307640273894,0.019353462619365873,0.0019366118715006277,0.0003876632918006352,0.9694273574986318,0.9778398132678732,0.6910267401802623,0.5181336061867746,0.33406535775133106,76.42806050588392,0.01525763294212616,0.001562653817382457,0.000311176492073074,0.9753683215925696,0.9797389427931095,0.5219752118379446,0.49863175471940363,0.4027905591220439,0.08973758926907276,0.06731489119611671,0.04365719959840865,0.4213050997424987,0.7885,,,,,,,,
False,./data/extract_challenge/filtered.npy,EleutherAI/gpt-neo-125m,/nlp/data/riverd/unlearn,weight_subtraction,0.1,relu2,0.0,0.75,30.0,0.0006,15000.0,2.0,0.0006,5.0,False,10.0,entity,False,True,1000.0,False,0.0,0.5300951086956521,0.22471029635258358,0.22471029635258358,0.53,0.5113722826086956,0.10028286637931035,0.2540034373635967,5721.264652674215,0.0003768887151424608,0.0,0.0,0.9229289469694578,0.8465739286825542,0.004072096261961256,0.14241961164486452,0.044512291237305254,5059.901727435362,0.0005515854647307871,0.0,0.0,0.9271232565124524,0.8552896571496893,0.004091617281096099,0.12064884383364978,0.05872314353601031,0.0,0.0,0.0,0.0777772096435811,0.0,,,,,,,,
